Test Case ID,Module,Subtask,Feature,Test Type,Description,Pre-condition,Test Steps,Expected Result,Priority,Status
TC_DASH_12,Dashboard,Dashboard Loading,URL Verification,Positive,Verify dashboard URL contains correct path,User is logged in,1. Check current page URL after login,URL contains '/dashboard/index',Low,PASSED
TC_PIM_01,PIM,Add Employee,Employee Creation,Positive,Verify adding a new employee,User is logged in PIM module,"1. Click Add Employee button
2. Enter FirstName, LastName, ID
3. Click Save button",Employee is successfully saved and shows up in search results,High,PASSED
TC_PIM_02,PIM,Search Employee,Search Operation,Positive,Verify searching employee details by ID,User is logged in PIM module,"1. Enter Employee ID in search field
2. Click Search button",Employee record matching ID is displayed in results table,High,PASSED
TC_PIM_03,PIM,Update Employee,Edit Operation,Positive,Verify updating employee nickname,User is logged in PIM module,"1. Click Edit for employee
2. Set Nickname
3. Click Save button",Updated nickname is saved and persists on profile reload,Medium,PASSED
TC_PIM_04,PIM,Delete Employee,Delete Operation,Positive,Verify deleting an employee record,User is logged in PIM module,"1. Locate employee in table
2. Click Delete icon
3. Confirm deletion in popup",Employee is removed from table and search returns no results,High,PASSED
TC_PIM_05,PIM,Search Employee,No Results Handling,Negative,Verify search with non-existent employee ID returns no records,User is logged in PIM module,"1. Enter non-existent Employee ID
2. Click Search button",Table displays 0 rows and no matching records found,Medium,PASSED
TC_PIM_06,PIM,Employee List,Tab Loading,Positive,Verify PIM Employee List tab loads correctly,User is logged in PIM module,"1. Click Employee List tab
2. Verify search form elements","Search form with Employee ID input, Search and Reset buttons is visible",Low,PASSED
TC_ADMIN_01,Admin,Add User,User Creation,Positive,Verify adding new admin system user,User is logged in Admin module,"1. Click Add button
2. Select User Role
3. Enter existing employee name
4. Enter unique username, password
5. Click Save button",System user is created and visible in search list,High,PASSED
TC_ADMIN_02,Admin,Search User,Search Operation,Positive,Verify searching system user by username,User is logged in Admin module,"1. Enter username
2. Click Search button",User record matching username is displayed in results,High,PASSED
TC_ADMIN_03,Admin,Update User,Edit Operation,Positive,Verify updating system user role,User is logged in Admin module,"1. Search user
2. Click Edit
3. Change role
4. Click Save",Updated role is successfully saved and persists,Medium,PASSED
TC_ADMIN_04,Admin,Search User,Role Verification,Positive,Verify user role displays correctly in search results,User is logged in Admin module,"1. Search user by username
2. Check role column in results",Role column displays the correct updated role,Medium,PASSED
TC_ADMIN_05,Admin,Admin Page,UI Verification,Positive,Verify Admin page has Add button visible,User is logged in Admin module,"1. Navigate to Admin module
2. Check Add button visibility",Add button is visible on Admin page,Low,PASSED
TC_ADMIN_06,Admin,Delete User,Delete Operation,Positive,Verify deleting system user,User is logged in Admin module,"1. Search user
2. Click Delete button
3. Confirm deletion",User is removed from database and search returns no results,High,PASSED
TC_LEAVE_01,Leave,Apply Leave,Apply Operation,Positive,Verify applying for a leave request,User is logged in Leave module,"1. Click Apply link
2. Select Leave Type
3. Enter Start Date and End Date
4. Add comments and click Apply",Leave request is successfully submitted,High,PASSED
TC_LEAVE_02,Leave,Leave Status,Status Verification,Positive,Verify status of applied leave,User is logged in Leave module,"1. Navigate to My Leave list
2. Check status of latest request",Latest leave displays correct status (e.g. 'Pending Approval'),High,PASSED
TC_LEAVE_03,Leave,Leave Details,Details Verification,Positive,Verify details of applied leave,User is logged in Leave module,1. Check details of latest leave item in My Leave list,"Leave type, dates, and comment details are displayed correctly",Medium,PASSED
TC_REC_01,Recruitment,Add Candidate,Candidate Creation,Positive,Verify adding candidate details,User is logged in Recruitment module,"1. Click Add Candidate button
2. Enter FirstName, LastName, Email, Contact
3. Click Save button",Candidate is successfully added and profile page loads,High,PASSED
TC_REC_02,Recruitment,Search Candidate,Search Operation,Positive,Verify searching candidate records,User is logged in Recruitment module,"1. Search candidate by name
2. Verify results table",Candidate record is displayed in search results,High,PASSED
TC_REC_03,Recruitment,Recruitment Page,UI Verification,Positive,Verify Recruitment page has Add button visible,User is logged in Recruitment module,"1. Navigate to Recruitment module
2. Check Add button visibility",Add button is visible on Recruitment page,Low,PASSED
TC_REC_04,Recruitment,Candidates Tab,Tab Functionality,Positive,Verify Candidates tab is functional,User is logged in Recruitment module,"1. Click Candidates tab
2. Verify search form elements",Search button is visible and Candidates tab loads correctly,Low,PASSED
TC_MYINFO_01,My Info,Update Personal Info,Personal Details,Positive,Verify updating personal details,User is logged in My Info module,"1. Enter Nickname
2. Click Save button",Personal details are successfully saved and updated,Medium,PASSED
TC_MYINFO_02,My Info,Upload Image,Profile Picture,Positive,Verify uploading profile image,User is logged in My Info module,"1. Click profile picture wrapper
2. Choose file path
3. Click Save",Profile image is successfully uploaded and preview container is visible,Medium,PASSED
TC_MYINFO_03,My Info,Personal Info,Pre-populated Fields,Positive,Verify first name field is pre-populated,User is logged in My Info module,"1. Navigate to My Info page
2. Check first name input value",First name field contains a non-empty value,Low,PASSED
TC_MYINFO_04,My Info,Personal Info,Page Heading,Positive,Verify My Info page heading displays Personal Details,User is logged in My Info module,"1. Navigate to My Info page
2. Check main heading text",Heading displays 'Personal Details',Low,PASSED
