Test Case ID,Module,Subtask,Feature,Test Type,Description,Pre-condition,Test Steps,Expected Result,Priority,Status
TC_PASSWORD_11,ChangePassword,ChangePassword,Verify current password input autocomplete settings,Positive,Verify current password input autocomplete settings,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The autocomplete === null || autocomplete === 'off' should equal 'true',Medium,PASSED
TC_PASSWORD_12,ChangePassword,ChangePassword,Verify cancel button tag name is button,Positive,Verify cancel button tag name is button,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The tag name should equal 'button',Medium,PASSED
TC_PASSWORD_13,ChangePassword,ChangePassword,Verify save button tag name is button,Positive,Verify save button tag name is button,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The tag name should equal 'button',Medium,PASSED
TC_PASSWORD_14,ChangePassword,ChangePassword,Verify cancel button has default ghost class,Positive,Verify cancel button has default ghost class,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The oxd button  ghost element should have a CSS class matching a value matching /oxd-button--ghost/,Medium,PASSED
TC_PASSWORD_15,ChangePassword,ChangePassword,Verify save button has secondary submit class,Positive,Verify save button has secondary submit class,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The submit element should have a CSS class matching a value matching /oxd-button--secondary/,Medium,PASSED
TC_PASSWORD_16,ChangePassword,ChangePassword,Verify cursor hover properties on cancel button,Positive,Verify cursor hover properties on cancel button,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The cursor should equal 'pointer',Medium,PASSED
TC_PASSWORD_17,ChangePassword,ChangePassword,Verify cursor hover properties on save button,Positive,Verify cursor hover properties on save button,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The cursor should equal 'pointer',Medium,PASSED
TC_PASSWORD_18,ChangePassword,ChangePassword,Verify tab index flow from current password input,Positive,Verify tab index flow from current password input,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,"1. Focus the password element
2. Press the 'Tab' key",- The password element should receive keyboard focus,Medium,PASSED
TC_PASSWORD_19,ChangePassword,ChangePassword,Verify tab index flow from new password input,Positive,Verify tab index flow from new password input,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,"1. Focus the password element
2. Press the 'Tab' key",- The password element should receive keyboard focus,Medium,PASSED
TC_PASSWORD_20,ChangePassword,ChangePassword,Verify tab index flow from confirm password input,Positive,Verify tab index flow from confirm password input,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,"1. Focus the password element
2. Press the 'Tab' key",- The oxd button  ghost element should receive keyboard focus,Medium,PASSED
TC_PASSWORD_21,ChangePassword,ChangePassword,Verify HTML lang tag exists in document root,Positive,Verify HTML lang tag exists in document root,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The lang === null || lang === 'en' should equal 'true',Medium,PASSED
TC_PASSWORD_22,ChangePassword,ChangePassword,Verify secure connection protocol is HTTPS,Positive,Verify secure connection protocol is HTTPS,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The page.url().starts with('https://') should equal 'true',Medium,PASSED
TC_PASSWORD_23,ChangePassword,ChangePassword,Verify page title contains OrangeHRM,Positive,Verify page title contains OrangeHRM,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The title should contain 'OrangeHRM',Medium,PASSED
TC_PASSWORD_24,ChangePassword,ChangePassword,Verify form element wrapping exists,Positive,Verify form element wrapping exists,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The oxd form element should be visible,Medium,PASSED
TC_PASSWORD_25,ChangePassword,ChangePassword,Verify Username input or label exists in userarea,Positive,Verify Username input or label exists in userarea,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Perform the actions described in the test title,- The userarea should be visible,Medium,PASSED
TC_PASSWORD_26,ChangePassword,ChangePassword,Verify Required validation is shown when Current Password is left empty,Negative,Verify Required validation is shown when Current Password is left empty,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,"1. Enter 'NewPass123!' into the password element
2. Click the submit element",- The err should display the text 'Required',Medium,PASSED
TC_PASSWORD_27,ChangePassword,ChangePassword,Verify a new password just below the minimum length boundary is rejected,Negative,Verify a new password just below the minimum length boundary is rejected,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,"1. Enter 'Ab1@56' into the password element
2. Press the 'Tab' key while focused on the password element
3. Click the submit element",- The err should display the text a value matching /Should have at least/,Medium,PASSED
TC_PASSWORD_28,ChangePassword,ChangePassword,Verify New Password field correctly accepts and displays typed characters,Positive,Verify New Password field correctly accepts and displays typed characters,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the Change Password page.,1. Enter 'TempCheck123!' into the password element,"- The value should equal 'TempCheck123!'
- The length should equal '13'",Medium,PASSED
