Test Case ID,Module,Subtask,Feature,Test Type,Description,Pre-condition,Test Steps,Expected Result,Priority,Status
TC_DIR_17,Directory,Directory,Verify Location dropdown is reset to -- Select -- on Reset click,Positive,Verify Location dropdown is reset to -- Select -- on Reset click,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,"1. Click the Location dropdown
2. Click the first option
3. Click the Reset button to clear search filters",- The val should contain '-- Select --',Medium,PASSED
TC_DIR_18,Directory,Directory,Verify Search button has type submit attribute,Positive,Verify Search button has type submit attribute,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The type attr should equal 'submit',Medium,PASSED
TC_DIR_19,Directory,Directory,Verify search cards count text matches results length,Positive,Verify search cards count text matches results length,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The span should be present,Medium,PASSED
TC_DIR_20,Directory,Directory,Verify employee name input accepts keyboard tab navigation,Positive,Verify employee name input accepts keyboard tab navigation,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,"1. Focus the Employee Name field
2. Press the 'Tab' key",- The 'Job Title' element should receive keyboard focus,Medium,PASSED
TC_DIR_21,Directory,Directory,Verify directory layout contains search parameters fold collapsible element,Positive,Verify directory layout contains search parameters fold collapsible element,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The fold should be visible,Medium,PASSED
TC_DIR_22,Directory,Directory,Verify search panel title is Directory,Positive,Verify search panel title is Directory,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The breadcrumb should contain the text 'Directory',Medium,PASSED
TC_DIR_23,Directory,Directory,Verify employee list is scrollable,Positive,Verify employee list is scrollable,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The container should be visible,Medium,PASSED
TC_DIR_24,Directory,Directory,Verify reset button hover styling properties,Positive,Verify reset button hover styling properties,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The cursor should equal 'pointer',Medium,PASSED
TC_DIR_25,Directory,Directory,Verify search input field placeholder matches default text hint,Positive,Verify search input field placeholder matches default text hint,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,1. Perform the actions described in the test title,- The placeholder should equal 'Type for hints...',Medium,PASSED
TC_DIR_26,Directory,Directory,Verify searching employee name with special characters returns no records without error,Negative,Verify searching employee name with special characters returns no records without error,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,"1. Enter '<script>alert(1)</script>' into the Employee Name field
2. Click the Search button",- There should be no records,Medium,PASSED
TC_DIR_27,Directory,Directory,Verify Reset button does not clear an unconfirmed Employee Name text entry,Positive,Verify Reset button does not clear an unconfirmed Employee Name text entry,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,"1. Enter 'NonExistentEmployeeXYZ' into the Employee Name field
2. Click the Reset button to clear search filters",- The value should equal 'NonExistentEmployeeXYZ',Medium,PASSED
TC_DIR_28,Directory,Directory,Verify searching with a whitespace-only employee name does not throw an error,Negative,Verify searching with a whitespace-only employee name does not throw an error,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded. The user has navigated to the 'Directory' module.,"1. Enter '   ' into the Employee Name field
2. Click the Search button",- The card count should be greater than or equal to '0',Medium,PASSED
