Test Case ID,Module,Subtask,Feature,Test Type,Description,Pre-condition,Test Steps,Expected Result,Priority,Status
TC_DASH_16,Dashboard,Dashboard,Verify dashboard widgets have correct card container CSS classes,Positive,Verify dashboard widgets have correct card container CSS classes,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Perform the actions described in the test title,- The first widget should have a CSS class matching a value matching /orangehrm-dashboard-widget/,Medium,PASSED
TC_DASH_17,Dashboard,Dashboard,Verify Assign Leave link in Quick Launch redirects properly,Positive,Verify Assign Leave link in Quick Launch redirects properly,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Click the 'Assign Leave' element,- The page.url() should contain '/leave/assignLeave',Medium,PASSED
TC_DASH_18,Dashboard,Dashboard,Verify Leave List link in Quick Launch redirects properly,Positive,Verify Leave List link in Quick Launch redirects properly,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Click the 'Leave List' element,- The page.url() should contain '/leave/viewLeaveList',Medium,PASSED
TC_DASH_19,Dashboard,Dashboard,Verify Timesheets link in Quick Launch redirects properly,Positive,Verify Timesheets link in Quick Launch redirects properly,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Click the 'Timesheets' element,- The page.url() should contain '/time/viewEmployeeTimesheet',Medium,PASSED
TC_DASH_20,Dashboard,Dashboard,Verify Apply Leave link in Quick Launch redirects properly,Positive,Verify Apply Leave link in Quick Launch redirects properly,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Click the 'Apply Leave' element,- The page.url() should contain '/leave/applyLeave',Medium,PASSED
TC_DASH_21,Dashboard,Dashboard,Verify My Leave link in Quick Launch redirects properly,Positive,Verify My Leave link in Quick Launch redirects properly,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Click the 'My Leave' element,- The page.url() should contain '/leave/viewMyLeaveList',Medium,PASSED
TC_DASH_22,Dashboard,Dashboard,Verify My Timesheet link in Quick Launch redirects properly,Positive,Verify My Timesheet link in Quick Launch redirects properly,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Click the 'My Timesheet' element,- The page.url() should contain '/time/viewMyTimesheet',Medium,PASSED
TC_DASH_23,Dashboard,Dashboard,Verify Support option opens support page,Positive,Verify Support option opens support page,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,"1. Open the user profile dropdown menu
2. Click the Support link",- The page.url() should contain '/help/support',Medium,PASSED
TC_DASH_24,Dashboard,Dashboard,Verify About link displays modal pop-up,Positive,Verify About link displays modal pop-up,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,"1. Open the user profile dropdown menu
2. Click the About link
3. Click the oxd dialog close button element","- The modal should be visible
- The modal should not be visible",Medium,PASSED
TC_DASH_25,Dashboard,Dashboard,Verify dashboard topbar has header with correct tags,Positive,Verify dashboard topbar has header with correct tags,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Perform the actions described in the test title,- The title should be visible,Medium,PASSED
TC_DASH_26,Dashboard,Dashboard,Verify Buzz Latest Posts widget is displayed on dashboard,Positive,Verify Buzz Latest Posts widget is displayed on dashboard,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Perform the actions described in the test title,- The 'Buzz Latest Posts' widget should be visible,Medium,PASSED
TC_DASH_27,Dashboard,Dashboard,Verify sidebar search with a non-existent module name shows no matching navigation link,Negative,Verify sidebar search with a non-existent module name shows no matching navigation link,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Type into the sidebar module search box,- The oxd main menu item element should equal '0',Medium,PASSED
TC_DASH_28,Dashboard,Dashboard,Verify user dropdown menu closes after selecting Escape or clicking elsewhere,Positive,Verify user dropdown menu closes after selecting Escape or clicking elsewhere,The user is logged in to OrangeHRM with valid credentials and the Dashboard has loaded.,1. Open the user profile dropdown menu,"- The Logout link should be visible
- The Logout link should not be visible",Medium,PASSED
